order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,profit_usd
60,31-03-2012,1863,1855,1,1,49.99,19.49,30.5
61,01-04-2012,1890,1882,1,1,49.99,19.49,30.5
62,01-04-2012,1912,1902,1,1,49.99,19.49,30.5
63,01-04-2012,1939,1929,1,1,49.99,19.49,30.5
64,01-04-2012,1944,1934,1,1,49.99,19.49,30.5
65,02-04-2012,2036,2025,1,1,49.99,19.49,30.5
66,02-04-2012,2089,2076,1,1,49.99,19.49,30.5
67,02-04-2012,2102,2089,1,1,49.99,19.49,30.5
68,02-04-2012,2115,2102,1,1,49.99,19.49,30.5
69,03-04-2012,2210,2196,1,1,49.99,19.49,30.5
70,03-04-2012,2231,2217,1,1,49.99,19.49,30.5
71,03-04-2012,2262,2247,1,1,49.99,19.49,30.5
72,03-04-2012,2291,2276,1,1,49.99,19.49,30.5
73,03-04-2012,2295,1752,1,1,49.99,19.49,30.5
74,03-04-2012,2325,2309,1,1,49.99,19.49,30.5
75,04-04-2012,2392,2376,1,1,49.99,19.49,30.5
76,04-04-2012,2422,2405,1,1,49.99,19.49,30.5
77,04-04-2012,2431,2414,1,1,49.99,19.49,30.5
78,04-04-2012,2514,2495,1,1,49.99,19.49,30.5
79,04-04-2012,2522,2503,1,1,49.99,19.49,30.5
80,05-04-2012,2624,383,1,1,49.99,19.49,30.5
81,05-04-2012,2668,2644,1,1,49.99,19.49,30.5
82,05-04-2012,2770,2746,1,1,49.99,19.49,30.5
83,06-04-2012,2810,2786,1,1,49.99,19.49,30.5
84,06-04-2012,2879,2854,1,1,49.99,19.49,30.5
85,06-04-2012,2942,2916,1,1,49.99,19.49,30.5
86,06-04-2012,2982,2956,1,1,49.99,19.49,30.5
87,07-04-2012,3000,2972,1,1,49.99,19.49,30.5
88,07-04-2012,3040,3012,1,1,49.99,19.49,30.5
89,07-04-2012,3044,3016,1,1,49.99,19.49,30.5
90,08-04-2012,3077,3048,1,1,49.99,19.49,30.5
91,08-04-2012,3082,3053,1,1,49.99,19.49,30.5
92,08-04-2012,3137,3107,1,1,49.99,19.49,30.5
93,08-04-2012,3139,3109,1,1,49.99,19.49,30.5
94,08-04-2012,3147,3116,1,1,49.99,19.49,30.5
95,09-04-2012,3189,3158,1,1,49.99,19.49,30.5
96,09-04-2012,3188,3157,1,1,49.99,19.49,30.5
97,09-04-2012,3208,3177,1,1,49.99,19.49,30.5
98,09-04-2012,3247,3215,1,1,49.99,19.49,30.5
99,09-04-2012,3295,3263,1,1,49.99,19.49,30.5
100,09-04-2012,3299,3267,1,1,49.99,19.49,30.5
101,09-04-2012,3318,3285,1,1,49.99,19.49,30.5
102,09-04-2012,3322,3289,1,1,49.99,19.49,30.5
103,10-04-2012,3421,3386,1,1,49.99,19.49,30.5
104,10-04-2012,3446,3411,1,1,49.99,19.49,30.5
105,10-04-2012,3496,3460,1,1,49.99,19.49,30.5
106,11-04-2012,3604,3565,1,1,49.99,19.49,30.5
107,11-04-2012,3618,3579,1,1,49.99,19.49,30.5
108,11-04-2012,3642,3602,1,1,49.99,19.49,30.5
109,11-04-2012,3683,3642,1,1,49.99,19.49,30.5
110,11-04-2012,3689,3648,1,1,49.99,19.49,30.5
111,12-04-2012,3746,3703,1,1,49.99,19.49,30.5
112,12-04-2012,3765,3722,1,1,49.99,19.49,30.5
113,12-04-2012,3789,811,1,1,49.99,19.49,30.5
114,12-04-2012,3807,3761,1,1,49.99,19.49,30.5
115,13-04-2012,3873,3824,1,1,49.99,19.49,30.5
116,13-04-2012,3947,3895,1,1,49.99,19.49,30.5
117,14-04-2012,4100,4047,1,1,49.99,19.49,30.5
118,15-04-2012,4119,4065,1,1,49.99,19.49,30.5
119,15-04-2012,4130,4076,1,1,49.99,19.49,30.5
120,15-04-2012,4136,4082,1,1,49.99,19.49,30.5
121,15-04-2012,4140,4086,1,1,49.99,19.49,30.5
122,16-04-2012,4224,3313,1,1,49.99,19.49,30.5
123,16-04-2012,4232,4174,1,1,49.99,19.49,30.5
124,16-04-2012,4235,4177,1,1,49.99,19.49,30.5
125,16-04-2012,4249,4191,1,1,49.99,19.49,30.5
126,16-04-2012,4258,167,1,1,49.99,19.49,30.5
127,17-04-2012,4372,455,1,1,49.99,19.49,30.5
128,18-04-2012,4420,4346,1,1,49.99,19.49,30.5
129,18-04-2012,4437,4362,1,1,49.99,19.49,30.5
130,18-04-2012,4490,755,1,1,49.99,19.49,30.5
131,18-04-2012,4501,4423,1,1,49.99,19.49,30.5
132,19-04-2012,4531,59,1,1,49.99,19.49,30.5
133,19-04-2012,4559,4474,1,1,49.99,19.49,30.5
134,19-04-2012,4566,4480,1,1,49.99,19.49,30.5
135,19-04-2012,4567,4481,1,1,49.99,19.49,30.5
136,19-04-2012,4605,4519,1,1,49.99,19.49,30.5
137,19-04-2012,4620,4533,1,1,49.99,19.49,30.5
138,20-04-2012,4685,4590,1,1,49.99,19.49,30.5
139,21-04-2012,4770,4674,1,1,49.99,19.49,30.5
140,22-04-2012,4801,4704,1,1,49.99,19.49,30.5
141,22-04-2012,4815,4718,1,1,49.99,19.49,30.5
142,22-04-2012,4828,4728,1,1,49.99,19.49,30.5
143,23-04-2012,4878,4774,1,1,49.99,19.49,30.5
144,23-04-2012,4881,4777,1,1,49.99,19.49,30.5
145,23-04-2012,4889,4785,1,1,49.99,19.49,30.5
146,23-04-2012,4923,2368,1,1,49.99,19.49,30.5
147,23-04-2012,4943,4832,1,1,49.99,19.49,30.5
148,23-04-2012,4951,4840,1,1,49.99,19.49,30.5
149,23-04-2012,4952,3291,1,1,49.99,19.49,30.5
150,24-04-2012,5054,4933,1,1,49.99,19.49,30.5
151,24-04-2012,5065,210,1,1,49.99,19.49,30.5
152,25-04-2012,5151,13,1,1,49.99,19.49,30.5
153,26-04-2012,5252,5116,1,1,49.99,19.49,30.5
154,26-04-2012,5270,5134,1,1,49.99,19.49,30.5
155,26-04-2012,5292,5154,1,1,49.99,19.49,30.5
156,27-04-2012,5297,5158,1,1,49.99,19.49,30.5
157,27-04-2012,5386,5243,1,1,49.99,19.49,30.5
158,29-04-2012,5458,5312,1,1,49.99,19.49,30.5
159,30-04-2012,5538,5387,1,1,49.99,19.49,30.5
160,01-05-2012,5619,5461,1,1,49.99,19.49,30.5
161,01-05-2012,5650,5488,1,1,49.99,19.49,30.5
162,01-05-2012,5654,876,1,1,49.99,19.49,30.5
163,01-05-2012,5663,4038,1,1,49.99,19.49,30.5
164,01-05-2012,5705,5539,1,1,49.99,19.49,30.5
165,02-05-2012,5820,5640,1,1,49.99,19.49,30.5
166,02-05-2012,5830,5649,1,1,49.99,19.49,30.5
167,02-05-2012,5870,5688,1,1,49.99,19.49,30.5
168,02-05-2012,5873,5691,1,1,49.99,19.49,30.5
169,03-05-2012,5925,3057,1,1,49.99,19.49,30.5
170,03-05-2012,5927,2617,1,1,49.99,19.49,30.5
171,03-05-2012,5976,5788,1,1,49.99,19.49,30.5
172,03-05-2012,5987,5797,1,1,49.99,19.49,30.5
173,03-05-2012,6017,5824,1,1,49.99,19.49,30.5
174,04-05-2012,6036,5840,1,1,49.99,19.49,30.5
175,04-05-2012,6056,5858,1,1,49.99,19.49,30.5
176,04-05-2012,6123,5918,1,1,49.99,19.49,30.5
177,08-05-2012,6481,6237,1,1,49.99,19.49,30.5
178,08-05-2012,6487,6242,1,1,49.99,19.49,30.5
179,09-05-2012,6536,6288,1,1,49.99,19.49,30.5
180,09-05-2012,6539,6291,1,1,49.99,19.49,30.5
181,09-05-2012,6562,6313,1,1,49.99,19.49,30.5
182,09-05-2012,6571,6322,1,1,49.99,19.49,30.5
183,09-05-2012,6603,6352,1,1,49.99,19.49,30.5
184,09-05-2012,6614,2020,1,1,49.99,19.49,30.5
185,09-05-2012,6629,6374,1,1,49.99,19.49,30.5
186,09-05-2012,6637,6381,1,1,49.99,19.49,30.5
187,10-05-2012,6692,6433,1,1,49.99,19.49,30.5
188,10-05-2012,6765,6500,1,1,49.99,19.49,30.5
189,10-05-2012,6781,6515,1,1,49.99,19.49,30.5
190,11-05-2012,6836,6565,1,1,49.99,19.49,30.5
191,11-05-2012,6889,5115,1,1,49.99,19.49,30.5
192,11-05-2012,6927,6648,1,1,49.99,19.49,30.5
193,12-05-2012,6993,6711,1,1,49.99,19.49,30.5
194,13-05-2012,7018,6732,1,1,49.99,19.49,30.5
195,13-05-2012,7035,6747,1,1,49.99,19.49,30.5
196,13-05-2012,7042,6754,1,1,49.99,19.49,30.5
197,14-05-2012,7140,3659,1,1,49.99,19.49,30.5
198,14-05-2012,7144,6841,1,1,49.99,19.49,30.5
199,15-05-2012,7175,6869,1,1,49.99,19.49,30.5
200,15-05-2012,7178,3123,1,1,49.99,19.49,30.5
201,15-05-2012,7179,6872,1,1,49.99,19.49,30.5
202,15-05-2012,7188,6880,1,1,49.99,19.49,30.5
203,15-05-2012,7191,6882,1,1,49.99,19.49,30.5
204,15-05-2012,7240,6929,1,1,49.99,19.49,30.5
205,15-05-2012,7245,872,1,1,49.99,19.49,30.5
206,15-05-2012,7263,6948,1,1,49.99,19.49,30.5
207,16-05-2012,7311,6994,1,1,49.99,19.49,30.5
208,16-05-2012,7312,6995,1,1,49.99,19.49,30.5
209,17-05-2012,7421,7097,1,1,49.99,19.49,30.5
210,17-05-2012,7507,7176,1,1,49.99,19.49,30.5
211,17-05-2012,7528,7195,1,1,49.99,19.49,30.5
212,18-05-2012,7577,4607,1,1,49.99,19.49,30.5
213,18-05-2012,7590,7248,1,1,49.99,19.49,30.5
214,18-05-2012,7597,3264,1,1,49.99,19.49,30.5
215,18-05-2012,7604,7260,1,1,49.99,19.49,30.5
216,19-05-2012,7663,7314,1,1,49.99,19.49,30.5
217,20-05-2012,7710,7355,1,1,49.99,19.49,30.5
218,20-05-2012,7734,7379,1,1,49.99,19.49,30.5
219,20-05-2012,7787,7425,1,1,49.99,19.49,30.5
220,20-05-2012,7792,7430,1,1,49.99,19.49,30.5
221,20-05-2012,7795,7432,1,1,49.99,19.49,30.5
222,21-05-2012,7820,7455,1,1,49.99,19.49,30.5
223,21-05-2012,7864,7498,1,1,49.99,19.49,30.5
224,21-05-2012,7906,7533,1,1,49.99,19.49,30.5
225,21-05-2012,7947,7569,1,1,49.99,19.49,30.5
226,22-05-2012,7973,7594,1,1,49.99,19.49,30.5
227,22-05-2012,7978,7599,1,1,49.99,19.49,30.5
228,22-05-2012,8001,4430,1,1,49.99,19.49,30.5
229,22-05-2012,8011,7630,1,1,49.99,19.49,30.5
230,22-05-2012,8060,1997,1,1,49.99,19.49,30.5
231,23-05-2012,8130,7735,1,1,49.99,19.49,30.5
232,23-05-2012,8265,4098,1,1,49.99,19.49,30.5
233,23-05-2012,8272,7867,1,1,49.99,19.49,30.5
234,24-05-2012,8435,8016,1,1,49.99,19.49,30.5
235,24-05-2012,8447,8026,1,1,49.99,19.49,30.5
236,25-05-2012,8479,8053,1,1,49.99,19.49,30.5
237,25-05-2012,8480,8054,1,1,49.99,19.49,30.5
238,25-05-2012,8519,8090,1,1,49.99,19.49,30.5
239,25-05-2012,8543,8114,1,1,49.99,19.49,30.5
240,25-05-2012,8546,8116,1,1,49.99,19.49,30.5
241,25-05-2012,8569,8136,1,1,49.99,19.49,30.5
242,26-05-2012,8642,8202,1,1,49.99,19.49,30.5
243,26-05-2012,8643,8203,1,1,49.99,19.49,30.5
244,26-05-2012,8656,8216,1,1,49.99,19.49,30.5
245,27-05-2012,8694,8250,1,1,49.99,19.49,30.5
246,27-05-2012,8738,8289,1,1,49.99,19.49,30.5
247,28-05-2012,8748,8299,1,1,49.99,19.49,30.5
248,28-05-2012,8766,8314,1,1,49.99,19.49,30.5
249,28-05-2012,8810,8353,1,1,49.99,19.49,30.5
250,29-05-2012,8874,8409,1,1,49.99,19.49,30.5
251,29-05-2012,8903,8436,1,1,49.99,19.49,30.5
252,29-05-2012,8905,8438,1,1,49.99,19.49,30.5
253,29-05-2012,8921,8453,1,1,49.99,19.49,30.5
254,29-05-2012,8953,8484,1,1,49.99,19.49,30.5
255,29-05-2012,8963,8493,1,1,49.99,19.49,30.5
256,29-05-2012,8971,8501,1,1,49.99,19.49,30.5
257,29-05-2012,9020,8548,1,1,49.99,19.49,30.5
258,30-05-2012,9032,8559,1,1,49.99,19.49,30.5
259,30-05-2012,9042,8567,1,1,49.99,19.49,30.5
260,30-05-2012,9073,8594,1,1,49.99,19.49,30.5
261,30-05-2012,9166,8676,1,1,49.99,19.49,30.5
262,30-05-2012,9176,8684,1,1,49.99,19.49,30.5
263,31-05-2012,9193,8701,1,1,49.99,19.49,30.5
264,31-05-2012,9216,8721,1,1,49.99,19.49,30.5
265,31-05-2012,9240,7771,1,1,49.99,19.49,30.5
266,31-05-2012,9294,8792,1,1,49.99,19.49,30.5
267,31-05-2012,9342,8836,1,1,49.99,19.49,30.5
268,01-06-2012,9363,8855,1,1,49.99,19.49,30.5
269,01-06-2012,9412,8898,1,1,49.99,19.49,30.5
270,01-06-2012,9413,8899,1,1,49.99,19.49,30.5
271,01-06-2012,9428,8911,1,1,49.99,19.49,30.5
272,01-06-2012,9460,8941,1,1,49.99,19.49,30.5
273,01-06-2012,9467,8948,1,1,49.99,19.49,30.5
274,02-06-2012,9514,8992,1,1,49.99,19.49,30.5
275,02-06-2012,9547,9022,1,1,49.99,19.49,30.5
276,03-06-2012,9562,9033,1,1,49.99,19.49,30.5
277,03-06-2012,9568,9038,1,1,49.99,19.49,30.5
278,03-06-2012,9590,4154,1,1,49.99,19.49,30.5
279,03-06-2012,9592,9057,1,1,49.99,19.49,30.5
280,04-06-2012,9617,9082,1,1,49.99,19.49,30.5
281,04-06-2012,9735,9182,1,1,49.99,19.49,30.5
282,05-06-2012,9765,9209,1,1,49.99,19.49,30.5
283,05-06-2012,9769,9213,1,1,49.99,19.49,30.5
284,05-06-2012,9779,9222,1,1,49.99,19.49,30.5
285,05-06-2012,9819,9259,1,1,49.99,19.49,30.5
286,05-06-2012,9849,9284,1,1,49.99,19.49,30.5
287,06-06-2012,9915,9342,1,1,49.99,19.49,30.5
288,06-06-2012,9932,9357,1,1,49.99,19.49,30.5
289,06-06-2012,9942,9364,1,1,49.99,19.49,30.5
290,06-06-2012,9954,9374,1,1,49.99,19.49,30.5
291,06-06-2012,9989,9406,1,1,49.99,19.49,30.5
292,06-06-2012,10020,9433,1,1,49.99,19.49,30.5
293,06-06-2012,10033,9446,1,1,49.99,19.49,30.5
294,06-06-2012,10041,9454,1,1,49.99,19.49,30.5
295,07-06-2012,10105,9509,1,1,49.99,19.49,30.5
296,07-06-2012,10122,9525,1,1,49.99,19.49,30.5
297,07-06-2012,10151,9553,1,1,49.99,19.49,30.5
298,07-06-2012,10167,9567,1,1,49.99,19.49,30.5
299,07-06-2012,10177,9576,1,1,49.99,19.49,30.5
300,07-06-2012,10244,9640,1,1,49.99,19.49,30.5
301,08-06-2012,10265,9658,1,1,49.99,19.49,30.5
302,08-06-2012,10269,6616,1,1,49.99,19.49,30.5
303,08-06-2012,10277,9669,1,1,49.99,19.49,30.5
304,08-06-2012,10291,9681,1,1,49.99,19.49,30.5
305,08-06-2012,10300,9689,1,1,49.99,19.49,30.5
306,08-06-2012,10335,9721,1,1,49.99,19.49,30.5
307,09-06-2012,10411,9788,1,1,49.99,19.49,30.5
308,09-06-2012,10442,9816,1,1,49.99,19.49,30.5
309,09-06-2012,10468,9836,1,1,49.99,19.49,30.5
310,10-06-2012,10517,9881,1,1,49.99,19.49,30.5
311,10-06-2012,10518,9882,1,1,49.99,19.49,30.5
312,10-06-2012,10526,3428,1,1,49.99,19.49,30.5
313,11-06-2012,10575,9933,1,1,49.99,19.49,30.5
314,11-06-2012,10591,7271,1,1,49.99,19.49,30.5
315,11-06-2012,10600,9955,1,1,49.99,19.49,30.5
316,11-06-2012,10605,9959,1,1,49.99,19.49,30.5
317,11-06-2012,10674,3561,1,1,49.99,19.49,30.5
318,12-06-2012,10719,10065,1,1,49.99,19.49,30.5
319,12-06-2012,10721,10067,1,1,49.99,19.49,30.5
320,12-06-2012,10752,10094,1,1,49.99,19.49,30.5
321,12-06-2012,10787,10124,1,1,49.99,19.49,30.5
322,12-06-2012,10837,10172,1,1,49.99,19.49,30.5
323,13-06-2012,10886,10216,1,1,49.99,19.49,30.5
324,13-06-2012,10918,10246,1,1,49.99,19.49,30.5
325,13-06-2012,10922,10250,1,1,49.99,19.49,30.5
326,13-06-2012,10927,10254,1,1,49.99,19.49,30.5
327,13-06-2012,10926,10253,1,1,49.99,19.49,30.5
328,13-06-2012,10937,10264,1,1,49.99,19.49,30.5
329,13-06-2012,10946,10272,1,1,49.99,19.49,30.5
330,13-06-2012,10971,8333,1,1,49.99,19.49,30.5
331,13-06-2012,10985,10306,1,1,49.99,19.49,30.5
332,13-06-2012,11007,7350,1,1,49.99,19.49,30.5
333,14-06-2012,11154,10459,1,1,49.99,19.49,30.5
334,15-06-2012,11322,3736,1,1,49.99,19.49,30.5
335,15-06-2012,11386,10668,1,1,49.99,19.49,30.5
336,16-06-2012,11389,10671,1,1,49.99,19.49,30.5
337,16-06-2012,11397,10678,1,1,49.99,19.49,30.5
338,16-06-2012,11418,10699,1,1,49.99,19.49,30.5
339,17-06-2012,11502,10775,1,1,49.99,19.49,30.5
340,17-06-2012,11520,10791,1,1,49.99,19.49,30.5
341,17-06-2012,11530,10799,1,1,49.99,19.49,30.5
342,17-06-2012,11531,10800,1,1,49.99,19.49,30.5
343,18-06-2012,11543,10812,1,1,49.99,19.49,30.5
344,18-06-2012,11616,10876,1,1,49.99,19.49,30.5
345,18-06-2012,11618,10878,1,1,49.99,19.49,30.5
346,18-06-2012,11629,10889,1,1,49.99,19.49,30.5
347,18-06-2012,11657,10913,1,1,49.99,19.49,30.5
348,18-06-2012,11670,10924,1,1,49.99,19.49,30.5
349,18-06-2012,11677,10931,1,1,49.99,19.49,30.5
350,19-06-2012,11729,10975,1,1,49.99,19.49,30.5
351,19-06-2012,11739,10984,1,1,49.99,19.49,30.5
352,19-06-2012,11756,10998,1,1,49.99,19.49,30.5
353,19-06-2012,11762,11003,1,1,49.99,19.49,30.5
354,19-06-2012,11801,10235,1,1,49.99,19.49,30.5
355,19-06-2012,11835,11071,1,1,49.99,19.49,30.5
356,20-06-2012,11917,11148,1,1,49.99,19.49,30.5
357,20-06-2012,11946,11176,1,1,49.99,19.49,30.5
358,20-06-2012,11957,11187,1,1,49.99,19.49,30.5
359,20-06-2012,11971,11200,1,1,49.99,19.49,30.5
360,20-06-2012,11985,11211,1,1,49.99,19.49,30.5
361,20-06-2012,12028,11249,1,1,49.99,19.49,30.5
362,21-06-2012,12047,11268,1,1,49.99,19.49,30.5
363,21-06-2012,12065,11285,1,1,49.99,19.49,30.5
364,21-06-2012,12086,11304,1,1,49.99,19.49,30.5
365,21-06-2012,12141,11352,1,1,49.99,19.49,30.5
366,21-06-2012,12168,11376,1,1,49.99,19.49,30.5
367,22-06-2012,12216,2108,1,1,49.99,19.49,30.5
368,22-06-2012,12243,11443,1,1,49.99,19.49,30.5
369,22-06-2012,12284,11481,1,1,49.99,19.49,30.5
370,22-06-2012,12321,9542,1,1,49.99,19.49,30.5
371,22-06-2012,12329,11522,1,1,49.99,19.49,30.5
372,23-06-2012,12388,8237,1,1,49.99,19.49,30.5
373,23-06-2012,12394,11583,1,1,49.99,19.49,30.5
374,23-06-2012,12408,11597,1,1,49.99,19.49,30.5
375,23-06-2012,12424,11611,1,1,49.99,19.49,30.5
376,24-06-2012,12478,11660,1,1,49.99,19.49,30.5
377,24-06-2012,12479,11661,1,1,49.99,19.49,30.5
378,25-06-2012,12509,11687,1,1,49.99,19.49,30.5
379,25-06-2012,12568,11742,1,1,49.99,19.49,30.5
380,25-06-2012,12579,11753,1,1,49.99,19.49,30.5
381,25-06-2012,12604,11159,1,1,49.99,19.49,30.5
382,25-06-2012,12605,11776,1,1,49.99,19.49,30.5
383,26-06-2012,12672,5191,1,1,49.99,19.49,30.5
384,26-06-2012,12699,11858,1,1,49.99,19.49,30.5
385,26-06-2012,12708,11867,1,1,49.99,19.49,30.5
386,26-06-2012,12738,11897,1,1,49.99,19.49,30.5
387,26-06-2012,12760,3561,1,1,49.99,19.49,30.5
388,27-06-2012,12807,11959,1,1,49.99,19.49,30.5
389,27-06-2012,12809,9109,1,1,49.99,19.49,30.5
390,27-06-2012,12831,6390,1,1,49.99,19.49,30.5
391,27-06-2012,12837,11986,1,1,49.99,19.49,30.5
392,27-06-2012,12912,12048,1,1,49.99,19.49,30.5
393,27-06-2012,12927,12061,1,1,49.99,19.49,30.5
394,28-06-2012,12988,12113,1,1,49.99,19.49,30.5
395,28-06-2012,13016,12139,1,1,49.99,19.49,30.5
396,28-06-2012,13046,12165,1,1,49.99,19.49,30.5
397,28-06-2012,13073,12188,1,1,49.99,19.49,30.5
398,28-06-2012,13081,10278,1,1,49.99,19.49,30.5
399,28-06-2012,13083,12197,1,1,49.99,19.49,30.5
400,28-06-2012,13089,12203,1,1,49.99,19.49,30.5
401,28-06-2012,13093,12207,1,1,49.99,19.49,30.5
402,28-06-2012,13094,3293,1,1,49.99,19.49,30.5
403,29-06-2012,13194,12293,1,1,49.99,19.49,30.5
404,29-06-2012,13221,12320,1,1,49.99,19.49,30.5
405,30-06-2012,13285,12374,1,1,49.99,19.49,30.5
406,30-06-2012,13287,12376,1,1,49.99,19.49,30.5
407,30-06-2012,13297,6095,1,1,49.99,19.49,30.5
408,01-07-2012,13319,12406,1,1,49.99,19.49,30.5
409,02-07-2012,13460,12530,1,1,49.99,19.49,30.5
410,02-07-2012,13494,12562,1,1,49.99,19.49,30.5
411,02-07-2012,13510,12576,1,1,49.99,19.49,30.5
412,03-07-2012,13571,12632,1,1,49.99,19.49,30.5
413,03-07-2012,13591,12651,1,1,49.99,19.49,30.5
414,03-07-2012,13663,12716,1,1,49.99,19.49,30.5
415,03-07-2012,13694,7434,1,1,49.99,19.49,30.5
416,04-07-2012,13726,12768,1,1,49.99,19.49,30.5
417,04-07-2012,13745,12787,1,1,49.99,19.49,30.5
418,04-07-2012,13752,12793,1,1,49.99,19.49,30.5
419,04-07-2012,13754,6033,1,1,49.99,19.49,30.5
420,04-07-2012,13782,12818,1,1,49.99,19.49,30.5
421,04-07-2012,13812,12847,1,1,49.99,19.49,30.5
422,05-07-2012,13843,12875,1,1,49.99,19.49,30.5
423,05-07-2012,13857,12888,1,1,49.99,19.49,30.5
424,05-07-2012,13880,12909,1,1,49.99,19.49,30.5
425,05-07-2012,13891,12920,1,1,49.99,19.49,30.5
426,05-07-2012,13949,12977,1,1,49.99,19.49,30.5
427,05-07-2012,13975,13001,1,1,49.99,19.49,30.5
428,05-07-2012,13981,13006,1,1,49.99,19.49,30.5
429,06-07-2012,14062,13081,1,1,49.99,19.49,30.5
430,06-07-2012,14098,11375,1,1,49.99,19.49,30.5
431,06-07-2012,14124,13138,1,1,49.99,19.49,30.5
432,06-07-2012,14129,13142,1,1,49.99,19.49,30.5
433,06-07-2012,14147,13159,1,1,49.99,19.49,30.5
434,07-07-2012,14157,13168,1,1,49.99,19.49,30.5
435,07-07-2012,14170,13179,1,1,49.99,19.49,30.5
436,07-07-2012,14186,13194,1,1,49.99,19.49,30.5
437,07-07-2012,14195,13203,1,1,49.99,19.49,30.5
438,08-07-2012,14205,13212,1,1,49.99,19.49,30.5
439,08-07-2012,14219,13225,1,1,49.99,19.49,30.5
440,09-07-2012,14289,13288,1,1,49.99,19.49,30.5
441,09-07-2012,14307,13304,1,1,49.99,19.49,30.5
442,09-07-2012,14346,13339,1,1,49.99,19.49,30.5
443,09-07-2012,14357,13349,1,1,49.99,19.49,30.5
444,09-07-2012,14354,13346,1,1,49.99,19.49,30.5
445,09-07-2012,14377,13369,1,1,49.99,19.49,30.5
446,09-07-2012,14383,13374,1,1,49.99,19.49,30.5
447,10-07-2012,14460,13445,1,1,49.99,19.49,30.5
448,10-07-2012,14462,13447,1,1,49.99,19.49,30.5
449,10-07-2012,14476,13459,1,1,49.99,19.49,30.5
450,10-07-2012,14550,13530,1,1,49.99,19.49,30.5
